nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
2.333840667483154885e+00,7.373103842772747996e-01,5.983561458098517472e-01
nan,nan,nan
nan,nan,nan
2.548532960130969638e+00,9.047769061884030073e-01,7.072369105672817735e-01
2.547118797676988233e+00,1.068635314916369872e+00,7.223939241198950034e-01
2.375295127849612609e+00,1.085861919196730696e+00,7.289640373078547508e-01
2.349525594010511753e+00,1.187374598733376807e+00,8.693963596502246594e-01
2.504123618269090468e+00,1.053412611345765137e+00,9.917992619612324701e-01
2.633165162082177435e+00,9.789051817015748114e-01,1.055391567976364797e+00
2.582324161486976966e+00,9.747508722756614841e-01,1.211660030088964612e+00
2.456963608546447908e+00,8.977367714523063480e-01,1.165186774341440135e+00
2.324221731902612831e+00,9.788316049046309475e-01,1.137857489376202347e+00
2.369465606667902513e+00,1.078524717274800704e+00,1.269961853761291337e+00
2.333267566101904666e+00,1.188466869967128581e+00,1.146008764804853142e+00
2.279284151060255947e+00,1.278986331873438020e+00,1.278007554418816527e+00
2.194248839146127228e+00,1.397669868534237025e+00,1.177361096119076134e+00
2.122054146463249413e+00,1.421475209408262108e+00,1.038160913201586988e+00
2.139189983564227404e+00,1.543980534672348082e+00,9.734124699236634815e-01
2.118821892065422929e+00,1.607116752061321874e+00,1.085943876879737369e+00
2.242331332385100851e+00,1.606139018735818658e+00,1.099052885579812289e+00
2.394640058813612971e+00,1.455260984428072835e+00,1.085877518192842173e+00
2.528866211420919718e+00,1.507031441820430695e+00,1.147696201266831473e+00
2.467621497890299498e+00,1.442166955646654980e+00,1.294544049431021859e+00
2.624346590401723578e+00,1.412613898844046645e+00,1.312595706421764818e+00
2.576439289063227722e+00,1.259952971268608612e+00,1.297485247319547730e+00
2.716777490763155001e+00,1.226557636023747566e+00,1.218753032144049619e+00
2.725211273812807811e+00,1.326789063072666641e+00,1.091585000193725952e+00
2.584347157370794346e+00,1.262930786248941617e+00,1.028188821890877902e+00
2.540111246619702889e+00,1.334249584085603235e+00,8.706163988333525117e-01
2.670762983446334005e+00,1.340592590249683580e+00,7.385503339453938221e-01
2.543727576585519401e+00,1.446776190650093552e+00,6.507602585906068215e-01
2.434846803287015415e+00,1.425232548042512093e+00,5.136158795275130862e-01
2.342771464665097891e+00,1.545908606946311270e+00,4.768853203042130451e-01
2.381820622095784046e+00,1.694207846202138157e+00,4.662269080769614327e-01
2.501901055080838709e+00,1.691315934689338274e+00,5.313862302490369727e-01
2.542816479884212999e+00,1.618332646087946358e+00,3.950127626495098521e-01
2.651462741852834704e+00,1.497890823238551272e+00,2.974056761760599521e-01
2.830101914388830853e+00,1.461720681202253624e+00,3.585412666233354639e-01
2.879067475309700086e+00,1.650503126175535407e+00,3.797816312892004498e-01
2.798225071027292010e+00,1.787510050551499141e+00,3.200596524769579454e-01
2.855637480756942903e+00,1.862005253854237763e+00,1.824314023088411674e-01
2.792248355737351861e+00,1.849606270003136155e+00,3.940418563453874229e-02
2.665867387615684425e+00,1.787377283369727232e+00,1.060729977481636860e-01
2.711564631274961723e+00,1.652162006615306877e+00,4.382549452846772053e-02
2.832539762618187851e+00,1.644750753595968451e+00,1.360060267965356173e-01
3.016253540358155405e+00,1.688859841857278887e+00,2.221733166283342553e-01
3.118204520109370215e+00,1.551284545260748216e+00,2.862590737404866470e-01
3.082398236901453537e+00,1.497819759766211511e+00,1.201462584194387256e-01
3.237090998833590305e+00,1.560232262959038829e+00,7.434382334186831476e-02
3.162410090617077785e+00,1.697115727334826962e+00,9.394705135763558972e-04
3.046659953439134316e+00,1.631341512847925390e+00,-8.701349748333049583e-02
3.176608708302972151e+00,1.532763017147330098e+00,-1.464675359419067846e-01
3.191805963491913367e+00,1.374406984657217334e+00,-1.134300607004375960e-01
3.054181515199745345e+00,1.356335227446028302e+00,-2.150057957481804893e-01
2.926209998184536865e+00,1.402732427752964695e+00,-1.365556026137000334e-01
2.969656431512039507e+00,1.307389082389678325e+00,-1.135645956070522808e-02
3.077271095848219673e+00,1.188317686028735443e+00,-4.933324134986075138e-02
3.205883138659650911e+00,1.191188851843117513e+00,4.645431558325149174e-02
3.235676081777601354e+00,1.301041666670351038e+00,1.726924766689011403e-01
3.073900832590533039e+00,1.243936960614004272e+00,2.368232067666869722e-01
3.142787411200755887e+00,1.088207776947687444e+00,2.896390404276957820e-01
3.080365244232242894e+00,9.747178485448787510e-01,1.982291336778695123e-01
2.947797782221039498e+00,9.768318247954644873e-01,3.052482751105514147e-01
2.852877101983983810e+00,1.058485184942476343e+00,1.894060871193502527e-01
2.839875458096853933e+00,8.849815587445751808e-01,9.519956312839131241e-02
2.646166942086641605e+00,9.123636683377964740e-01,7.958576351954431416e-02
2.473326034557339348e+00,1.007093651002251455e+00,-8.228390951474496770e-03
2.346946653412878003e+00,1.026196355260909465e+00,-8.747049691187210041e-02
2.434361994593915668e+00,1.013337977074764806e+00,-1.869948743988392448e-01
2.543678107302086211e+00,9.129361495995342857e-01,-1.293168924381225826e-01
2.422280346840279819e+00,8.063444445287053508e-01,-1.122514584759900028e-02
2.504286007875647257e+00,6.027175243532977289e-01,2.785710960145063725e-02
2.413009760875232335e+00,4.874939387657409862e-01,1.434848497686568580e-01
2.266314156506490374e+00,4.370940646304110611e-01,1.349162449523280682e-01
2.199493387430164759e+00,5.827326142274403820e-01,7.071599441424793187e-02
2.237502060580959906e+00,5.336670454547504105e-01,-5.802779839692607383e-02
2.375420252651178288e+00,4.481612881102348123e-01,-3.034318630329989330e-02
2.481376862159441643e+00,2.830680778456477475e-01,4.192900421034745362e-02
2.449322286317022090e+00,1.076065071282571867e-01,1.558680096545693450e-01
2.579992787268564403e+00,-5.050170360376210303e-03,1.947359780682098307e-01
